Species_id,scientificName,locality,latitude,longitude,eventDate
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,25-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-09-2016
1,Stipiturus mallee,Murray-Sunset National Park--Millewa South Bore,-34.7839195,141.0678005,05-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,29-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,07-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,06-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,23-09-2016
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,22-09-2017
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,22-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Parkƒ??Nowingi / Konardin Track,-34.683611,142.271104,16-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,28-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,06-09-2017
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,22-09-2017
1,Stipiturus mallee,Murray-Sunset National Park--Millewa South Bore,-34.7839195,141.0678005,05-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,26-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,23-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-09-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,02-09-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,15-09-2015
1,Stipiturus mallee,"Calder Highway, Ouyen, Victoria, AU (-34.829, 142.294)",-34.8286764,142.2941754,28-09-2018
1,Stipiturus mallee,Pink Lakes--near south end of Mt Crozier Tk,-35.0312073,141.7563772,20-09-2018
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,25-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-09-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,23-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,26-09-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,29-09-2018
1,Stipiturus mallee,Nowingi outing 9/2015,-34.6723113,142.2374496,05-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-09-2016
1,Stipiturus mallee,AU-Victoria-Hattah-Hattah Entrance Road - -34.756x142.343,-34.755516,142.3428811,23-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,02-09-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,29-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,11-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Southern Truck Stop,-34.82877,142.2942,28-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,29-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,06-09-2015
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,21-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,06-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,21-09-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,26-09-2017
1,Stipiturus mallee,Murray-Sunset National Park--Millewa South Bore,-34.7839195,141.0678005,28-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,16-09-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,27-09-2018
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,21-09-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,11-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Spectacle Lake Rd at Powerline Easement,-34.7506532,142.2620058,02-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,28-10-2018
1,Stipiturus mallee,"AU-VIC-Hattah-Kulkyne National Park - -34.7188x142.2876 - Oct 12, 2015, 8:36 AM",-34.718789,142.287636,12-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,10-10-2016
1,Stipiturus mallee,"(-34.7137,142.2837)",-34.713665,142.283672,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Southern Truck Stop,-34.82877,142.2942,22-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,12-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,25-10-2015
,Grallina cyanoleuca,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,25-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,21-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,17-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-10-2018
1,Stipiturus mallee,"AU-VIC-Hattah-Kulkyne National Park - -34.7188x142.2876 - Oct 12, 2015, 8:36 AM",-34.718789,142.287636,12-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,16-10-2018
1,Stipiturus mallee,"AU-VIC-Hattah-Kulkyne National Park - -34.6936x142.2718 - 20 Oct 2015, 07:18",-34.693648,142.271846,20-10-2015
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,23-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,16-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,21-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,12-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,30-10-2017
,Columba (Columba) livia,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,25-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,05-10-2016
1,Stipiturus mallee,Australia: Hattah-Kulkyne National Park--Nowingi Track,-34.5940375,142.1953118,28-10-2017
,Grallina cyanoleuca,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,03-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,12-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Southern Truck Stop,-34.82877,142.2942,22-10-2015
1,Stipiturus mallee,Murray-Sunset National Park--Honeymoon Hut Track,-34.9157778,141.9897079,15-10-2016
,Columba (Columba) livia,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Lake Mournpall,-34.7066741,142.3477407,06-10-2016
,Eolophus roseicapilla,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-10-2015
,Rhipidura (Sauloprocta) leucophrys,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Murray-Sunset National Park--Millewa South Bore,-34.7839195,141.0678005,08-10-2017
1,Stipiturus mallee,"(-34.7137,142.2837)",-34.713665,142.283672,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,21-10-2018
,Anthochaera carunculata,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
,Falco (Tinnunculus) cenchroides,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
,Passer (Passer) domesticus,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
,Ocyphaps lophotes,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,06-10-2016
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,23-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,06-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,21-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,21-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,29-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,25-10-2015
1,Stipiturus mallee,"Nowingi Track, Hattah, Victoria, AU (-34,686, 142,271)",-34.6862154,142.271086,23-10-2017
1,Stipiturus mallee,Murray-Sunset National Park--Millewa South Bore,-34.7839195,141.0678005,28-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,01-10-2016
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,25-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Southern Truck Stop,-34.82877,142.2942,22-10-2015
,Anthochaera carunculata,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,28-10-2016
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,23-10-2015
1,Stipiturus mallee,AU-Victoria-Hattah-Nowingi Track - -34.645x142.272,-34.6453322,142.272068,27-10-2017
,Ocyphaps lophotes,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
,Passer (Passer) domesticus,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,"(-34.7137,142.2837)",-34.713665,142.283672,19-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,22-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,25-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,16-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,31-10-2015
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,14-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,25-10-2015
,Falco (Tinnunculus) cenchroides,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,30-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,11-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,22-10-2017
,Rhipidura (Sauloprocta) leucophrys,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,25-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,21-10-2017
,Eolophus roseicapilla,"AU-SA-Mallee Highway - -35.2401x140.9649 - Oct 10, 2016, 2:38 PM",-35.240092,140.964892,10-10-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Warepil Walk,-34.71889,142.30944,21-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,16-10-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,26-10-2015
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,23-10-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,07-10-2016
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,14-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track at 34 41 01S 142 16 33E,-34.68356,142.27589,03-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,29-10-2016
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,03-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,01-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,28-10-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,30-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,19-11-2017
1,Stipiturus mallee,Pink Lakes NP  and  Murray-Sunset NP - 24 Nov 2015 7:45 am,-35.03609,141.745429,24-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Old Calder Hwy,-34.6875,142.26333,05-11-2018
3,Ctenophorus fordi,Cov4,-35.864,141.661,09-11-2015
,Aprasia inaurita,Cov13,-35.8603,141.7268,12-11-2015
3,Ctenophorus fordi,Cov6,-35.8557,141.6506,08-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,14-11-2015
,Aprasia inaurita,Cov7,-35.8447,141.6361,09-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park Nowingi Track 2,-34.674142,142.271075,04-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,30-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,14-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,30-11-2018
,Aprasia inaurita,Cov5,-35.8597,141.6565,12-11-2015
3,Ctenophorus fordi,Cov8,-35.8723,141.6758,11-11-2015
,Aprasia inaurita,Cov5,-35.8597,141.6565,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,09-11-2016
,Aprasia inaurita,Cov7,-35.8447,141.6361,12-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track,-34.68529,142.30131,14-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,17-11-2017
,Aprasia inaurita,Cov1,-35.8777,141.6652,10-11-2015
3,Ctenophorus fordi,Cov8,-35.8723,141.6758,09-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,25-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,19-11-2017
1,Stipiturus mallee,Hattah-Kulkyne National Parkƒ??Nowingi Track 1,-34.606803,142.27399,04-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,25-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Old Calder Hwy,-34.6875,142.26333,05-11-2018
1,Stipiturus mallee,Murray-Sunset National Park,-34.8014,141.57531,08-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,15-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.76031,142.32234,30-11-2015
,Aprasia inaurita,Cov9,-35.8699,141.6845,11-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,01-11-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,30-11-2016
3,Ctenophorus fordi,Cov8,-35.8723,141.6758,11-11-2015
,Aprasia inaurita,Cov2,-35.8779,141.6658,12-11-2015
3,Ctenophorus fordi,Cov12,-35.8626,141.7198,10-11-2015
3,Ctenophorus fordi,Cov11,-35.8609,141.7008,07-11-2015
3,Ctenophorus fordi,Cov12,-35.8626,141.7198,09-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,30-11-2018
1,Stipiturus mallee,AU-VIC-Hattah-Kulkyne NP,-34.756007,142.303819,23-11-2015
,Aprasia inaurita,Cov5,-35.8597,141.6565,10-11-2015
3,Ctenophorus fordi,Cov10,-35.8681,141.6875,11-11-2015
3,Ctenophorus fordi,Cov11,-35.8609,141.7008,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,17-11-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,13-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Parkƒ??Nowingi / Konardin Track,-34.683611,142.271104,08-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,23-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,01-11-2015
3,Ctenophorus fordi,Cov12,-35.8626,141.7198,10-11-2015
1,Stipiturus mallee,Murray-Sunset [intersection of South Bore track and Pheeneys tra,-34.7042233,141.0620499,05-11-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,04-11-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,13-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,13-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,29-11-2016
3,Ctenophorus fordi,Cov10,-35.8681,141.6875,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,25-11-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,30-11-2015
3,Ctenophorus fordi,Cov10,-35.8681,141.6875,09-11-2015
,Aprasia inaurita,Cov3,-35.8698,141.6646,12-11-2015
3,Ctenophorus fordi,Cov11,-35.8609,141.7008,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,14-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,13-11-2015
1,Stipiturus mallee,Murray-Sunset National Park--Pink Lakes,-35.048057,141.7216587,15-11-2018
,Aprasia inaurita,Cov11,-35.8609,141.7008,12-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Parkƒ??Nowingi / Konardin Track,-34.683611,142.271104,04-11-2018
,Aprasia inaurita,Cov12,-35.8626,141.7198,10-11-2015
3,Ctenophorus fordi,Cov11,-35.8609,141.7008,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Western Mallee,-34.71057,142.30007,30-11-2016
3,Ctenophorus fordi,Cov11,-35.8609,141.7008,09-11-2015
3,Ctenophorus fordi,Cov6,-35.8557,141.6506,07-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Old Calder Hwy,-34.6875,142.26333,05-11-2018
,Aprasia inaurita,Cov11,-35.8609,141.7008,11-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7526497,142.3431587,21-11-2015
,Aprasia inaurita,Cov12,-35.8626,141.7198,10-11-2015
1,Stipiturus mallee,Hattah-Kulkyne National Parkƒ??Nowingi / Konardin Track,-34.683611,142.271104,08-11-2018
3,Ctenophorus fordi,Cov8,-35.8723,141.6758,09-11-2015
1,Stipiturus mallee,"AU-VIC-Hattah-Kulkyne National Park (-34.6839,142.2710)",-34.683884,142.271044,13-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Hattah Nature Walk,-34.7603096,142.3223448,01-12-2015
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,12-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,12-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,15-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track at 34 41 01S 142 16 33E,-34.68356,142.27589,30-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,04-12-2017
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,18-12-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park,-34.7555268,142.338438,05-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track/Old Calder Hwy junction,-34.6942,142.27071,01-12-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,04-12-2017
1,Stipiturus mallee,"AU-VIC-Hattah-Kulkyne National Park (-34.6839,142.2710)",-34.683884,142.271044,13-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,07-12-2016
1,Stipiturus mallee,Hattah-Kulkyne National Park--Konardin Track at 34 41 01S 142 16 33E,-34.68356,142.27589,30-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,20-12-2018
1,Stipiturus mallee,Hattah-Kulkyne National Park--Nowingi Track,-34.6911519,142.2727855,12-12-2018
,Crinia sloanei,"Federation Way, Springhurst, Wangaratta, Rural City of Wangaratta, Hume, Victoria, Australia",-36.24453354,146.3744354,18-06-2015
,Perca fluviatilis,Yarra River-2_29-,-37.6783,145.4894,28-01-2015
,Perca fluviatilis,Yarra River-2_29-,-37.6783,145.4894,28-01-2015
,Perca fluviatilis,Yarra River-2_29-,-37.6783,145.4894,28-01-2015
,Perca fluviatilis,Jamieson River-4_5-,-37.3039,146.1347,09-02-2015
,Perca fluviatilis,Jamieson River-4_5-,-37.3039,146.1347,09-02-2015
,Perca fluviatilis,Jamieson River-4_5-,-37.3039,146.1347,09-02-2015
,Perca fluviatilis,Howqua River-4_5-,-37.2369,146.2284,09-02-2015
,Perca fluviatilis,Howqua River-4_5-,-37.2369,146.2284,09-02-2015
,Perca fluviatilis,Goulburn River-4_5-,-37.4076,146.2449,10-02-2015
,Perca fluviatilis,Jamieson River-4_5-,-37.3039,146.1347,09-02-2015
